Product Type,Product Title,Variant Title,Variant ID,SKU,Price,Compare at Price,blue_1 Price,blue_2 Price,blue_3 Price,gold_1 Price,gold_2 Price,gold_3 Price,sage-1 Price,sage-10 Price,sage-100 Price,sage-101 Price,sage-102 Price,sage-103 Price,sage-104 Price,sage-105 Price,sage-106 Price,sage-108 Price,sage-109 Price,sage-11 Price,sage-110 Price,sage-111 Price,sage-112 Price,sage-113 Price,sage-114 Price,sage-115 Price,sage-116 Price,sage-12 Price,sage-123 Price,sage-126 Price,sage-130 Price,sage-132 Price,sage-133 Price,sage-134 Price,sage-139 Price,sage-14 Price,sage-140 Price,sage-143 Price,sage-147 Price,sage-148 Price,sage-149 Price,sage-15 Price,sage-150 Price,sage-151 Price,sage-157 Price,sage-16 Price,sage-160 Price,sage-161 Price,sage-163 Price,sage-164 Price,sage-166 Price,sage-169 Price,sage-17 Price,sage-170 Price,sage-173 Price,sage-174 Price,sage-175 Price,sage-176 Price,sage-178 Price,sage-179 Price,sage-18 Price,sage-181 Price,sage-182 Price,sage-184 Price,sage-186 Price,sage-187 Price,sage-188 Price,sage-189 Price,sage-192 Price,sage-195 Price,sage-2 Price,sage-200 Price,sage-204 Price,sage-206 Price,sage-209 Price,sage-21 Price,sage-211 Price,sage-215 Price,sage-216 Price,sage-22 Price,sage-220 Price,sage-221 Price,sage-224 Price,sage-225 Price,sage-229 Price,sage-23 Price,sage-231 Price,sage-232 Price,sage-234 Price,sage-236 Price,sage-238 Price,sage-239 Price,sage-24 Price,sage-241 Price,sage-242 Price,sage-244 Price,sage-245 Price,sage-246 Price,sage-247 Price,sage-249 Price,sage-256 Price,sage-257 Price,sage-259 Price,sage-260 Price,sage-263 Price,sage-265 Price,sage-266 Price,sage-269 Price,sage-27 Price,sage-270 Price,sage-272 Price,sage-273 Price,sage-275 Price,sage-279 Price,sage-28 Price,sage-284 Price,sage-285 Price,sage-286 Price,sage-29 Price,sage-290 Price,sage-296 Price,sage-3 Price,sage-30 Price,sage-300 Price,sage-301 Price,sage-304 Price,sage-306 Price,sage-307 Price,sage-31 Price,sage-310 Price,sage-311 Price,sage-312 Price,sage-313 Price,sage-318 Price,sage-319 Price,sage-325 Price,sage-329 Price,sage-33 Price,sage-330 Price,sage-331 Price,sage-332 Price,sage-333 Price,sage-334 Price,sage-336 Price,sage-34 Price,sage-343 Price,sage-345 Price,sage-349 Price,sage-351 Price,sage-352 Price,sage-354 Price,sage-355 Price,sage-356 Price,sage-358 Price,sage-36 Price,sage-362 Price,sage-363 Price,sage-365 Price,sage-366 Price,sage-367 Price,sage-37 Price,sage-370 Price,sage-371 Price,sage-372 Price,sage-373 Price,sage-375 Price,sage-376 Price,sage-377 Price,sage-38 Price,sage-383 Price,sage-384 Price,sage-387 Price,sage-39 Price,sage-390 Price,sage-396 Price,sage-397 Price,sage-398 Price,sage-4 Price,sage-40 Price,sage-401 Price,sage-403 Price,sage-404 Price,sage-41 Price,sage-410 Price,sage-413 Price,sage-42 Price,sage-420 Price,sage-422 Price,sage-423 Price,sage-425 Price,sage-426 Price,sage-427 Price,sage-43 Price,sage-431 Price,sage-432 Price,sage-433 Price,sage-438 Price,sage-442 Price,sage-446 Price,sage-451 Price,sage-452 Price,sage-453 Price,sage-454 Price,sage-455 Price,sage-456 Price,sage-457 Price,sage-458 Price,sage-46 Price,sage-462 Price,sage-465 Price,sage-466 Price,sage-47 Price,sage-477 Price,sage-478 Price,sage-479 Price,sage-48 Price,sage-480 Price,sage-482 Price,sage-484 Price,sage-488 Price,sage-49 Price,sage-491 Price,sage-493 Price,sage-494 Price,sage-496 Price,sage-499 Price,sage-500 Price,sage-501 Price,sage-502 Price,sage-503 Price,sage-53 Price,sage-56 Price,sage-57 Price,sage-58 Price,sage-6 Price,sage-60 Price,sage-61 Price,sage-62 Price,sage-63 Price,sage-64 Price,sage-65 Price,sage-66 Price,sage-67 Price,sage-69 Price,sage-7 Price,sage-71 Price,sage-75 Price,sage-76 Price,sage-77 Price,sage-78 Price,sage-79 Price,sage-80 Price,sage-81 Price,sage-82 Price,sage-83 Price,sage-84 Price,sage-85 Price,sage-86 Price,sage-87 Price,sage-89 Price,sage-9 Price,sage-91 Price,sage-92 Price,sage-93 Price,sage-94 Price,sage-95 Price,sage-99 Price,test-custom-1 Price,test-custom-2 Price,wholesale-club Price
Slush Puppie IceFill Bag-in-Box Premix,Slush Puppie Classic Blue Raspberry Flavour Premix 1x10L Bag-in-Box,Default Title,29877249540178,SP104301,88.49,,74.71,73.59,72.84,72.1,71.35,70.6,78.45,67.84,78.45,60.33,72.26,73.6,73.98,41.09,75.87,58.67,66.68,,60.69,61.43,72.08,44.89,59.25,52.39,51.78,25.68,78.45,45,85.92,64.33,,62.76,47.07,66.82,58.84,64.04,52.5,65,68.29,36.01,76.46,78.45,39.2,67.76,72.82,52.5,,53.6,78.45,56.48,58.84,53.97,63.5,78.45,61.95,,58.84,66.7,51,65.12,78.45,52.3,78.45,78.45,78.45,78.45,78.45,78.45,25.45,78.45,74.71,77.1,38.32,47.06,48.92,73.34,58.84,50.03,62.76,58.84,66.7,76.95,52,,19.68,22.03,61.43,42,76.95,63.5,58.84,76.46,76.95,88.24,78.45,78.45,77.54,61.56,64.4,58.83,88.49,78.45,62.76,78.45,78.45,74.52,56.47,78.45,,,47.07,34.21,68.58,78.45,52.3,63.5,65.12,74.71,74.71,70.61,49,57.27,67.24,74.71,62.76,78.45,68.49,47.07,43.14,50.99,78.45,44.83,67.24,74.71,59.77,72.96,39.23,58.83,52.62,56.04,68.73,78.45,,25.68,,56.03,37.36,37.36,66.7,70.6,74.71,,70.61,56.03,67.24,,,44.83,62.76,56.03,,,,,52.3,74.71,66.7,74.71,,,74.53,81.62,56.48,63.5,59.77,39.2,53.55,70.97,,74.71,71.52,74.71,,76.89,63.5,,,,,,69.38,,,,90.22,,,,,,70.98,,,,70.97,76.29,56.04,41.67,59.77,65.39,85.92,30.05,,64.32,81.62,,65.76,,57.63,,45.4,67.24,,,,,81.62,62.9,45.82,75.83,65.9,73.34,76.1,52.33,65.46,50.99,59.97,56.48,,,34.15,57.91,76.49,,74.71,64.72,78.45,61.56,58.84,66,68.25,61.43,75.83,56.04,70.61,64.72,70.61,62.76,19.53,76.46,58.05,,60.63,64.04,80.36,,,
Slush Puppie IceFill Bag-in-Box Premix,Slush Puppie Classic Cherry Flavour Premix 1x10L Bag-in-Box,Default Title,29877249212498,SP104306,88.49,,74.71,73.59,72.84,72.1,71.35,70.6,78.45,48.3,78.45,68.95,72.26,73.6,73.98,41.09,75.87,58.67,78.04,45,60.69,70.19,71.3,62.76,59.25,52.39,51.78,25.68,78.45,45,85.92,64.33,,42.5,53.8,66.82,58.84,64.04,52.5,64.04,68.29,36.01,76.46,78.45,39.2,75.48,59.77,52.5,,53.6,78.45,56.48,58.84,53.97,63.5,78.45,61.95,,58.84,66.7,51,74.42,78.45,81.12,78.45,78.45,78.45,78.45,78.45,53.8,25.45,78.45,74.71,77.1,38.32,47.06,48.92,83.82,58.84,59.18,62.76,80.7,66.7,76.95,67.25,,19.68,22.03,61.43,42,76.95,63.5,58.84,98.2,76.95,88.24,76.12,85.18,77.54,61.56,64.4,62.76,88.49,78.45,62.76,78.45,85.39,59.78,64.56,89.66,,,47.07,34.21,78.37,78.45,52.3,72.58,51.74,74.71,74.71,70.61,49,57.27,67.24,74.71,71.72,78.45,68.49,47.07,49.32,62.76,78.45,51.24,67.24,74.71,59.77,72.96,44.83,67.24,52.62,56.04,50.26,78.45,78.86,25.68,,56.03,37.36,37.36,66.7,70.6,74.71,,70.61,56.03,67.24,,,51.24,62.76,56.03,,,,,59.78,85.39,66.7,74.71,81.12,85.39,85.18,81.62,83.82,72.58,68.31,39.2,68.31,81.12,,85.39,71.52,74.71,,87.86,63.5,,,81.12,82.59,,69.38,,,76.85,103.11,85.39,59.78,,,,70.98,,85.39,85.39,70.97,76.29,56.04,47.62,59.77,65.39,85.92,34.33,,64.32,81.62,,59.78,,57.63,,51.87,67.24,,81.12,,85.18,81.62,85.39,76.48,75.83,75.32,58.3,57.17,55.14,65.46,50.99,59.97,68.14,,,34.15,57.91,87.42,,85.39,73.97,78.45,61.56,85.39,66,78,61.43,75.83,56.04,76.85,64.72,70.61,56.14,19.53,76.46,58.05,,60.63,68.31,80.36,,,
Slush Puppie IceFill Bag-in-Box Premix,Slush Puppie Classic Cola Flavour Premix 1x10L Bag-in-Box,Default Title,29877249310802,SP104305,88.49,,74.71,73.59,72.84,72.1,71.35,70.6,78.45,48.3,78.45,68.95,72.26,73.6,73.98,41.09,75.87,58.67,78.04,45,60.69,70.19,71.3,62.76,59.25,52.39,51.78,25.68,78.45,45,85.92,64.33,,42.5,53.8,66.82,58.84,64.04,52.5,64.04,68.29,36.01,76.46,78.45,39.2,75.48,59.77,52.5,,53.6,78.45,56.48,58.84,53.97,63.5,78.45,61.95,,58.84,66.7,51,74.42,78.45,81.12,78.45,78.45,78.45,78.45,78.45,53.8,25.45,78.45,74.71,77.1,38.32,47.06,48.92,83.82,58.84,59.18,62.76,80.7,66.7,76.95,67.25,,19.68,22.03,61.43,42,76.95,63.5,58.84,98.2,76.95,88.24,76.12,85.18,77.54,61.56,64.4,62.76,88.49,78.45,62.76,78.45,85.39,59.78,64.56,89.66,,,47.07,34.21,78.37,78.45,52.3,72.58,51.74,74.71,74.71,70.61,49,57.27,67.24,74.71,71.72,78.45,68.49,47.07,49.32,62.76,78.45,51.24,67.24,74.71,59.77,72.96,44.83,67.24,52.62,56.04,50.26,78.45,78.86,25.68,,56.03,37.36,37.36,66.7,70.6,74.71,,70.61,56.03,67.24,,,51.24,62.76,56.03,,,,,59.78,85.39,66.7,74.71,81.12,85.39,85.18,81.62,83.82,72.58,68.31,39.2,68.31,81.12,,85.39,71.52,74.71,,87.86,63.5,,,81.12,82.59,,69.38,,,76.85,103.11,85.39,59.78,,,,70.98,,85.39,85.39,70.97,76.29,56.04,47.62,59.77,65.39,85.92,34.33,,64.32,81.62,,59.78,,57.63,,51.87,67.24,,81.12,,85.18,81.62,85.39,76.48,75.83,75.32,58.3,57.17,55.14,65.46,50.99,59.97,68.14,,,34.15,57.91,87.42,,85.39,73.97,78.45,61.56,85.39,66,78,61.43,75.83,56.04,76.85,64.72,70.61,56.14,19.53,76.46,58.05,,60.63,68.31,80.36,,,
Slush Puppie IceFill Bag-in-Box Premix,Slush Puppie Classic Lemon-Lime Flavour Premix 1x10L Bag-in-Box,Default Title,29877249409106,SP104303,88.49,,74.71,73.59,72.84,72.1,71.35,70.6,78.45,35,78.45,35,72.26,73.6,73.98,41.09,75.87,58.67,35,35,60.69,35,35,35,59.25,52.39,51.78,25.68,78.45,45,85.92,64.33,,35,35,66.82,58.84,64.04,52.5,35,68.29,36.01,76.46,78.45,39.2,35,35,52.5,,53.6,78.45,56.48,58.84,53.97,63.5,78.45,61.95,,58.84,66.7,51,35,78.45,35,78.45,78.45,78.45,78.45,78.45,35,25.45,78.45,74.71,77.1,38.32,47.06,48.92,35,58.84,35,62.76,35,66.7,76.95,35,,19.68,22.03,61.43,42,76.95,63.5,58.84,35,76.95,88.24,35,35,77.54,61.56,64.4,35,88.49,78.45,62.76,78.45,35,35,35,35,,,47.07,34.21,35,78.45,52.3,,35,74.71,74.71,70.61,49,57.27,67.24,74.71,35,78.45,68.49,47.07,35,35,78.45,35,67.24,74.71,59.77,72.96,35,35,52.62,56.04,35,78.45,35,25.68,,56.03,37.36,37.36,66.7,70.6,74.71,,70.61,56.03,67.24,,,35,62.76,56.03,,,,,35,35,66.7,74.71,35,35,35,81.62,35,35,35,39.2,35,35,,35,71.52,74.71,35,35,63.5,,,35,35,,69.38,,,35,35,35,35,,,,70.98,,35,35,70.97,76.29,56.04,35,59.77,65.39,85.92,35,35,64.32,81.62,35,35,,57.63,,35,67.24,,35,,35,81.62,35,35,75.83,35,35,35,35,65.46,50.99,59.97,35,,,34.15,57.91,35,,35,35,78.45,61.56,35,66,35,61.43,75.83,56.04,35,64.72,70.61,35,19.53,76.46,58.05,,60.63,35,80.36,,,
Slush Puppie IceFill Bag-in-Box Premix,Slush Puppie Classic Orange Flavour Premix 1x10L Bag-in-Box,Default Title,29877249343570,SP104304,88.49,,74.71,73.59,72.84,72.1,71.35,70.6,78.45,48.3,78.45,68.95,72.26,73.6,73.98,41.09,75.87,58.67,78.04,45,60.69,70.19,71.3,62.76,59.25,52.39,51.78,25.68,78.45,45,85.92,64.33,,42.5,53.8,66.82,58.84,64.04,52.5,64.04,68.29,36.01,76.46,78.45,39.2,75.48,59.77,52.5,,53.6,78.45,56.48,58.84,53.97,63.5,78.45,61.95,,58.84,66.7,51,74.42,78.45,81.12,78.45,78.45,78.45,78.45,78.45,53.8,25.45,78.45,74.71,77.1,38.32,47.06,48.92,83.82,58.84,59.18,62.76,80.7,66.7,76.95,67.25,,19.68,22.03,61.43,42,76.95,63.5,58.84,98.2,76.95,88.24,76.12,85.18,77.54,61.56,64.4,62.76,88.49,78.45,62.76,78.45,85.39,59.78,64.56,89.66,,,47.07,34.21,78.37,78.45,52.3,72.58,51.74,74.71,74.71,70.61,49,57.27,67.24,74.71,71.72,78.45,68.49,47.07,49.32,62.76,78.45,51.24,67.24,74.71,59.77,72.96,44.83,67.24,52.62,56.04,50.26,78.45,78.86,25.68,,56.03,37.36,37.36,66.7,70.6,74.71,,70.61,56.03,67.24,,,51.24,62.76,56.03,,,,,59.78,85.39,66.7,74.71,81.12,85.39,85.18,81.62,83.82,72.58,68.31,39.2,68.31,81.12,,85.39,71.52,74.71,,87.86,63.5,,,81.12,82.59,,69.38,,,76.85,103.11,85.39,59.78,,,,70.98,,85.39,85.39,70.97,76.29,56.04,47.62,59.77,65.39,85.92,34.33,,64.32,81.62,,59.78,,57.63,,51.87,67.24,,81.12,,85.18,81.62,85.39,76.48,75.83,75.32,58.3,57.17,55.14,65.46,50.99,59.97,68.14,,,34.15,57.91,87.42,,85.39,73.97,78.45,61.56,85.39,66,78,61.43,75.83,56.04,76.85,64.72,70.61,56.14,19.53,76.46,58.05,,60.63,68.31,80.36,,,
Slush Puppie IceFill Bag-in-Box Premix,Slush Puppie Classic Strawberry Flavour Premix 1x10L Bag-in-Box,Default Title,29877249474642,SP104302,88.49,,74.71,73.59,72.84,72.1,71.35,70.6,78.45,67.84,78.45,60.33,72.26,73.6,73.98,41.09,75.87,58.67,66.68,,60.69,61.43,72.08,44.89,59.25,52.39,51.78,25.68,78.45,45,85.92,64.33,,62.76,47.07,66.82,58.84,64.04,52.5,65,68.29,36.01,76.46,78.45,39.2,67.76,72.82,52.5,,53.6,78.45,56.48,58.84,53.97,63.5,78.45,61.95,,58.84,66.7,51,65.12,78.45,52.3,78.45,78.45,78.45,78.45,78.45,78.45,25.45,78.45,74.71,77.1,38.32,47.06,48.92,73.34,58.84,50.03,62.76,58.84,66.7,76.95,50,,19.68,22.03,61.43,42,76.95,63.5,58.84,76.46,76.95,88.24,78.45,78.45,77.54,61.56,64.4,58.83,88.49,78.45,62.76,78.45,78.45,74.52,56.47,78.45,,,47.07,34.21,68.58,78.45,52.3,63.5,65.12,74.71,74.71,70.61,49,57.27,67.24,74.71,62.76,78.45,68.49,47.07,43.14,50.99,78.45,44.83,67.24,74.71,59.77,72.96,39.23,58.83,52.62,56.04,68.73,78.45,,25.68,,56.03,37.36,37.36,66.7,70.6,74.71,,70.61,56.03,67.24,,,44.83,62.76,56.03,,,,,52.3,74.71,66.7,74.71,,,74.53,81.62,56.48,63.5,59.77,39.2,53.55,70.97,,74.71,71.52,74.71,,76.89,63.5,,,,,,69.38,,,,90.22,,,,,,70.98,,,,70.97,76.29,56.04,41.67,59.77,65.39,85.92,30.05,,64.32,81.62,,65.76,,57.63,,45.4,67.24,,,,,81.62,62.9,45.82,75.83,65.9,73.34,76.1,52.33,65.46,50.99,59.97,56.48,,,34.15,57.91,76.49,,74.71,64.72,78.45,61.56,58.84,66,68.25,61.43,75.83,56.04,70.61,64.72,70.61,62.76,19.53,76.46,58.05,,60.63,64.04,80.36,,,
Slush Puppie IceFill Bag-in-Box Premix,Slush Puppie No Sugar Blue Raspberry Flavour Premix 1x10L Bag-in-Box,Default Title,29877249146962,SU104307,88.49,,74.71,73.59,72.84,72.1,71.35,70.6,78.45,85,78.45,85,72.26,73.6,73.98,41.09,75.87,58.67,85,85,60.69,85,85,85,59.25,52.39,51.78,25.33,78.45,45,85.92,66.26,,85,85,66.82,58.84,64.04,52.5,85,68.29,39.04,76.46,78.45,39.2,85,85,52.5,85,53.6,78.45,56.48,58.84,53.97,67.55,78.45,61.95,,58.84,66.7,51,85,78.45,85,78.45,78.45,78.45,78.45,78.45,85,25.11,78.45,74.71,77.1,38.32,47.06,50.88,85,58.84,85,62.76,85,66.7,76.95,85,,19.68,22.03,61.43,42,76.95,63.5,58.84,85,76.95,88.24,85,85,77.54,61.56,64.4,85,88.49,78.45,62.76,78.45,85,85,85,85,85,,47.07,34.21,85,78.45,52.3,85,85,74.71,74.71,70.61,49,57.27,67.24,74.71,85,78.45,68.49,47.07,85,85,78.45,85,67.24,74.71,59.77,72.96,85,85,52.62,56.04,85,78.45,85,25.33,,56.03,37.36,37.36,66.7,70.6,74.71,,70.61,56.03,67.24,,,85,62.76,56.03,,,,,85,85,66.7,74.71,85,85,85,81.62,89.51,85,85,40.18,85,85,,85,71.52,74.71,85,85,63.5,56.04,,85,85,,69.38,,,85,85,85,85,,,,70.98,,85,85,70.97,76.29,56.04,85,59.77,65.39,85.92,85,85,64.32,81.62,85,85,,57.63,,85,40.29,,85,,85,81.62,85,85,75.83,85,85,85,85,65.46,45.65,66.98,85,85,,34.15,57.91,85,,85,85,78.45,61.56,85,66,85,61.43,75.83,56.04,85,64.72,70.61,85,69.73,76.46,58.05,,60.63,85,80.36,,,
Slush Puppie IceFill Bag-in-Box Premix,Slush Puppie No Sugar Cherry Flavour Premix 1x10L Bag-in-Box,Default Title,29877248688210,SU104306,88.49,,74.71,73.59,72.84,72.1,71.35,70.6,78.45,34.29,78.45,32,72.26,73.6,73.98,41.09,75.87,58.67,,34.29,60.69,34.29,,36,59.25,52.39,51.78,25.33,78.45,45,85.92,66.26,,,,66.82,58.84,64.04,52.5,,68.29,39.04,76.46,78.45,39.2,27.43,,52.5,,53.6,78.45,56.48,58.84,53.97,67.55,78.45,61.95,,58.84,66.7,51,32.17,78.45,32.17,78.45,78.45,78.45,78.45,78.45,32.17,25.11,78.45,74.71,77.1,38.32,47.06,50.88,32.17,58.84,32.17,62.76,32.17,66.7,76.95,27.01,,19.68,22.03,61.43,42,76.95,63.5,58.84,34.29,76.95,88.24,36,36,77.54,61.56,64.4,36,88.49,78.45,62.76,78.45,36,36,32.17,36,,,47.07,34.21,,78.45,52.3,,,74.71,74.71,70.61,49,57.27,67.24,74.71,28.8,78.45,68.49,47.07,19.8,23.4,78.45,,67.24,74.71,59.77,72.96,23.4,27.01,52.62,56.04,,78.45,,25.33,,56.03,37.36,37.36,66.7,70.6,74.71,,70.61,56.03,67.24,,,,62.76,56.03,,,,,,29.15,66.7,74.71,39.43,39.43,,81.62,32.17,,,40.18,,,,,71.52,74.71,,31.53,63.5,56.04,,,,,69.38,,,,41.4,,,,,,70.98,,,,70.97,76.29,56.04,,59.77,65.39,85.92,,,64.32,81.62,,,,57.63,,,40.29,,,,,81.62,35.32,,75.83,,,,,65.46,45.65,66.98,,,,34.15,57.91,,,34.29,,78.45,61.56,,66,,61.43,75.83,56.04,,64.72,70.61,35.32,69.73,76.46,58.05,,60.63,39.43,80.36,,,
Slush Puppie IceFill Bag-in-Box Premix,Slush Puppie No Sugar Cola Flavour Premix 1x10L Bag-in-Box,Default Title,29877248720978,SU104305,88.49,,74.71,73.59,72.84,72.1,71.35,70.6,78.45,,78.45,60.33,72.26,73.6,73.98,41.09,75.87,58.67,66.68,,60.69,61.43,72.08,44.89,59.25,52.39,51.78,25.33,78.45,45,85.92,66.26,,62.76,47.07,66.82,58.84,64.04,52.5,65,68.29,39.04,76.46,78.45,39.2,67.76,72.82,52.5,,53.6,78.45,56.48,58.84,53.97,67.55,78.45,61.95,,58.84,66.7,51,65.12,78.45,52.3,78.45,78.45,78.45,78.45,78.45,78.45,25.11,78.45,74.71,77.1,38.32,47.06,50.88,73.34,58.84,50.03,62.76,58.84,66.7,76.95,52,,19.68,22.03,61.43,42,76.95,63.5,58.84,76.46,76.95,88.24,78.45,78.45,77.54,61.56,64.4,58.83,88.49,78.45,62.76,78.45,78.45,74.52,56.47,78.45,,,47.07,34.21,68.58,78.45,52.3,63.5,,74.71,74.71,70.61,49,57.27,67.24,74.71,62.76,78.45,68.49,47.07,43.14,50.99,78.45,44.83,67.24,74.71,59.77,72.96,39.23,58.83,52.62,56.04,68.73,78.45,,25.33,,56.03,37.36,37.36,66.7,70.6,74.71,,70.61,56.03,67.24,,,44.83,62.76,56.03,,,,,52.3,74.71,66.7,74.71,,,74.53,81.62,56.48,63.5,59.77,40.18,53.55,70.97,,74.71,71.52,74.71,,76.89,63.5,56.04,,,,,69.38,,,,90.22,,,,,,70.98,,,,70.97,76.29,56.04,41.67,59.77,65.39,85.92,30.05,,64.32,81.62,,65.76,,57.63,,45.4,40.29,,,,,81.62,62.9,,75.83,65.9,73.34,76.1,,65.46,45.65,66.98,56.48,,,34.15,57.91,76.49,,74.71,64.72,78.45,61.56,74.71,66,68.25,61.43,75.83,56.04,,64.72,70.61,62.76,69.73,76.46,58.05,,60.63,59.77,80.36,,,
Slush Puppie IceFill Bag-in-Box Premix,Slush Puppie No Sugar Lemon/Lime Flavour Premix 1x10L Bag-in-Box,Default Title,29877249015890,SU104303,88.49,,74.71,73.59,72.84,72.1,71.35,70.6,78.45,67.84,78.45,60.33,72.26,73.6,73.98,41.09,75.87,58.67,66.68,,60.69,61.43,72.08,44.89,59.25,52.39,51.78,25.33,78.45,45,85.92,66.26,,62.76,47.07,66.82,58.84,64.04,52.5,65,68.29,39.04,76.46,78.45,39.2,67.76,72.82,52.5,,53.6,78.45,56.48,58.84,53.97,67.55,78.45,61.95,,58.84,66.7,51,65.12,78.45,52.3,78.45,78.45,78.45,78.45,78.45,78.45,25.11,78.45,74.71,77.1,38.32,47.06,50.88,73.34,58.84,50.03,62.76,58.84,66.7,76.95,52,,19.68,22.03,61.43,42,76.95,63.5,58.84,76.46,76.95,88.24,78.45,78.45,77.54,61.56,64.4,58.83,88.49,78.45,62.76,78.45,78.45,74.52,56.47,78.45,,,47.07,34.21,68.58,78.45,52.3,63.5,65.12,74.71,74.71,70.61,49,57.27,67.24,74.71,62.76,78.45,68.49,47.07,43.14,50.99,78.45,44.83,67.24,74.71,59.77,72.96,39.23,58.83,52.62,56.04,68.73,78.45,,25.33,,56.03,37.36,37.36,66.7,70.6,74.71,,70.61,56.03,67.24,,,44.83,62.76,56.03,,,,,52.3,74.71,66.7,74.71,,,74.53,81.62,56.48,63.5,59.77,40.18,53.55,70.97,,74.71,71.52,74.71,,76.89,63.5,56.04,,,,,69.38,,,,90.22,,,,,,70.98,,,,70.97,76.29,56.04,41.67,59.77,65.39,85.92,30.05,,64.32,81.62,,65.76,,57.63,,45.4,40.29,,,,,81.62,62.9,45.82,75.83,65.9,73.34,76.1,52.33,65.46,45.65,66.98,56.48,,,34.15,57.91,76.49,,74.71,64.72,78.45,61.56,74.71,66,68.25,61.43,75.83,56.04,70.61,64.72,70.61,62.76,69.73,76.46,58.05,,60.63,59.77,80.36,,,
Slush Puppie IceFill Bag-in-Box Premix,Slush Puppie No Sugar Orange Flavour Premix 1x10L Bag-in-Box,Default Title,29877248786514,SU104304,88.49,,74.71,73.59,72.84,72.1,71.35,70.6,78.45,67.84,78.45,60.33,72.26,73.6,73.98,41.09,75.87,58.67,66.68,,60.69,61.43,72.08,44.89,59.25,52.39,51.78,25.33,78.45,45,85.92,66.26,,62.76,47.07,66.82,58.84,64.04,52.5,65,68.29,39.04,76.46,78.45,39.2,67.76,72.82,52.5,,53.6,78.45,56.48,58.84,53.97,67.55,78.45,61.95,,58.84,66.7,51,65.12,78.45,52.3,78.45,78.45,78.45,78.45,78.45,78.45,25.11,78.45,74.71,77.1,38.32,47.06,50.88,73.34,58.84,50.03,62.76,58.84,66.7,76.95,52,,19.68,22.03,61.43,42,76.95,63.5,58.84,76.46,76.95,88.24,78.45,78.45,77.54,61.56,64.4,58.83,88.49,78.45,62.76,78.45,78.45,74.52,56.47,78.45,,,47.07,34.21,68.58,78.45,52.3,63.5,65.12,74.71,74.71,70.61,49,57.27,67.24,74.71,62.76,78.45,68.49,47.07,43.14,50.99,78.45,44.83,67.24,74.71,59.77,72.96,39.23,58.83,52.62,56.04,68.73,78.45,,25.33,,56.03,37.36,37.36,66.7,70.6,74.71,,70.61,56.03,67.24,,,44.83,62.76,56.03,,,,,52.3,74.71,66.7,74.71,,,74.53,81.62,56.48,63.5,59.77,40.18,53.55,70.97,,74.71,71.52,74.71,,76.89,63.5,56.04,,,,,69.38,,,,90.22,,,,,,70.98,,,,70.97,76.29,56.04,41.67,59.77,65.39,85.92,30.05,,64.32,81.62,,65.76,,57.63,,45.4,40.29,,,,,81.62,62.9,45.82,75.83,65.9,73.34,76.1,52.33,65.46,45.65,66.98,56.48,,,34.15,57.91,76.49,,74.71,64.72,78.45,61.56,74.71,66,68.25,61.43,75.83,56.04,70.61,64.72,70.61,62.76,69.73,76.46,58.05,,60.63,59.77,80.36,,,
Slush Puppie IceFill Bag-in-Box Premix,Slush Puppie No Sugar Strawberry Flavour Premix 1x10L Bag-in-Box,Default Title,29877249081426,SU104308,88.49,,74.71,73.59,72.84,72.1,71.35,70.6,78.45,47.98,78.45,47.98,72.26,73.6,73.98,41.09,75.87,58.67,,49.42,60.69,42.85,,50.38,59.25,52.39,51.78,25.33,78.45,45,85.92,66.26,,,,66.82,58.84,64.04,52.5,,68.29,39.04,76.46,78.45,39.2,38.38,,52.5,,53.6,78.45,56.48,58.84,53.97,67.55,78.45,61.95,,58.84,66.7,51,40.33,78.45,40.33,78.45,78.45,78.45,78.45,78.45,40.33,25.11,78.45,74.71,77.1,38.32,47.06,50.88,40.33,58.84,40.33,62.76,40.33,66.7,76.95,37.79,,19.68,22.03,61.43,42,76.95,63.5,58.84,42.85,76.95,88.24,50.38,50.38,77.54,61.56,64.4,50.38,88.49,78.45,62.76,78.45,50.38,50.38,40.33,50.38,,,47.07,34.21,,78.45,52.3,,,74.71,74.71,70.61,49,57.27,67.24,74.71,40.31,78.45,68.49,47.07,27.71,32.75,78.45,,67.24,74.71,59.77,72.96,32.75,37.79,52.62,56.04,,78.45,,25.33,,56.03,37.36,37.36,66.7,70.6,74.71,,70.61,56.03,67.24,,,,62.76,56.03,,,,,42.85,40.78,66.7,74.71,42.85,42.85,,81.62,40.33,,,40.18,,,,,71.52,74.71,,39.51,63.5,56.04,,,,,69.38,,,,57.94,,,,,,70.98,,,,70.97,76.29,56.04,,59.77,65.39,85.92,,,64.32,81.62,,,,57.63,,,40.29,,,,,81.62,49.42,,75.83,,,,,65.46,45.65,66.98,,,,34.15,57.91,,,42.85,,78.45,61.56,,66,,61.43,75.83,56.04,,64.72,70.61,49.42,69.73,76.46,58.05,,60.63,55.18,80.36,,,
